invoice_no,customer_id,category_id,payment_method_id,shopping_mall_id,invoice_date,quantity,price
I126951,C156875,1,1,6,2022-11-23,5,1500.4
I168806,C324861,5,2,6,2021-10-14,4,20.92
I247460,C124860,1,2,1,2022-10-01,3,900.24
I307843,C162578,4,3,1,2023-02-19,2,81.32
I123281,C321084,5,2,5,2022-03-30,5,26.15
I177679,C304555,5,1,5,2022-10-17,1,5.23
I188800,C208957,1,3,1,2022-10-15,3,900.24
I263694,C845265,4,1,1,2022-11-03,3,121.98
I404387,C988362,5,3,3,2021-11-11,3,15.69
I333715,C321206,1,3,3,2021-04-15,1,300.08
I324729,C248948,4,3,3,2021-10-29,5,203.3
I245089,C503431,4,3,3,2022-08-27,3,121.98
I300863,C216609,4,3,10,2022-06-22,2,81.32
I312826,C130189,3,1,8,2022-11-25,1,15.15
I329251,C429960,3,3,1,2021-05-18,5,75.75
I252458,C293111,1,2,3,2021-08-12,4,1200.32
I213110,C101856,2,3,5,2021-01-25,3,1800.51
I980969,C311829,4,2,6,2021-05-22,1,40.66
I897993,C265826,1,3,6,2022-10-26,2,600.16
I525114,C138791,3,2,3,2021-07-18,2,30.3
I297735,C105585,5,1,5,2021-06-29,3,15.69
I145037,C701957,1,3,1,2022-10-31,2,600.16
I350357,C129947,1,3,4,2021-04-24,4,1200.32
I216308,C461001,5,1,1,2023-02-18,2,10.46
I342073,C753520,4,3,3,2021-07-28,1,40.66
I285573,C325685,1,1,9,2021-03-17,5,1500.4
I186991,C114320,5,3,10,2021-05-30,3,15.69
I848207,C330336,1,2,3,2021-02-01,1,300.08
I266268,C191724,1,3,4,2022-04-21,5,1500.4
I306395,C169646,5,3,1,2022-10-31,4,20.92
I269288,C844177,1,3,6,2021-12-25,5,1500.4
I187639,C213134,2,2,1,2022-04-15,1,600.17
I751460,C238778,6,1,3,2022-11-23,2,71.68
I236240,C150246,4,3,1,2021-04-19,5,203.3
I298220,C236363,6,1,1,2021-01-06,1,35.84
I292540,C724728,4,1,6,2021-07-16,2,81.32
I922930,C492998,5,2,6,2022-03-04,3,15.69
I577013,C463920,1,2,4,2021-11-22,4,1200.32
I133631,C113168,1,2,1,2021-04-01,4,1200.32
I792813,C159276,2,1,1,2022-09-01,5,3000.85
I333671,C115975,5,3,6,2021-10-05,5,26.15
I255736,C216752,5,1,6,2022-06-27,3,15.69
I308115,C276488,5,1,1,2022-06-13,2,10.46
I124440,C115641,3,3,1,2022-09-03,2,30.3
I178433,C802026,4,3,1,2022-04-26,4,162.64
I179680,C679651,6,1,1,2021-12-21,2,71.68
I317395,C116406,5,1,6,2022-12-15,2,10.46
I279197,C149016,1,2,6,2022-12-17,2,600.16
I282846,C126105,1,2,6,2022-03-14,3,900.24
I260945,C608040,5,3,6,2021-11-18,1,5.23
I641123,C289973,2,3,6,2023-02-28,3,1800.51
I199919,C196727,1,1,1,2021-07-28,1,300.08
I703144,C926916,1,1,4,2021-01-23,2,600.16
I183514,C272695,5,3,6,2021-06-04,4,20.92
I211236,C323517,4,3,6,2021-12-07,5,203.3
I315150,C227874,4,2,3,2022-12-03,4,162.64
I372829,C142596,3,2,4,2022-12-02,1,15.15
I273655,C280908,3,3,5,2021-04-05,2,30.3
I250192,C931092,5,3,3,2021-11-04,3,15.69
I276671,C266003,4,1,6,2021-01-24,2,81.32
I276330,C149820,2,1,3,2021-03-12,4,2400.68
I210592,C316776,2,1,7,2022-03-12,3,1800.51
I309660,C192094,1,1,2,2022-07-17,3,900.24
I128007,C631309,3,1,3,2022-08-22,2,30.3
I582977,C309867,1,1,6,2021-06-02,4,1200.32
I309867,C682457,4,3,1,2021-07-31,5,203.3
I117320,C226211,2,3,6,2021-09-04,5,3000.85
I397943,C124831,4,2,1,2021-04-09,2,81.32
I501518,C219029,7,3,1,2021-11-06,4,4200.0
I253366,C670384,1,3,3,2021-10-29,1,300.08
I179903,C232594,1,3,4,2022-05-21,3,900.24
I140141,C313660,4,1,4,2021-07-08,4,162.64
I300158,C103820,4,2,4,2022-01-08,2,81.32
I122073,C284897,5,1,4,2023-01-07,5,26.15
I381438,C549519,6,2,1,2021-10-01,4,143.36
I246391,C567088,1,3,3,2021-12-25,1,300.08
I167742,C188619,8,3,6,2022-07-30,5,58.65
I170751,C159422,1,2,8,2021-06-01,2,600.16
I120765,C299566,1,3,7,2022-09-17,3,900.24
I195614,C103634,5,3,5,2021-10-20,2,10.46
I194311,C948070,2,3,3,2022-03-23,5,3000.85
I722013,C777380,4,1,2,2021-06-03,2,81.32
I114904,C678119,5,3,3,2021-02-09,4,20.92
I190052,C698681,8,2,1,2022-08-30,5,58.65
I130071,C209712,5,1,9,2022-07-06,2,10.46
I933438,C380980,2,3,6,2022-03-17,1,600.17
I234498,C140553,6,1,6,2021-02-19,1,35.84
I189836,C291185,1,3,1,2022-02-01,2,600.16
I215863,C221216,2,3,10,2021-07-19,2,1200.34
I260069,C267213,3,2,6,2021-03-21,2,30.3
I221614,C300752,4,3,8,2021-11-19,4,162.64
I278689,C120706,1,3,5,2022-04-14,4,1200.32
I879876,C113748,1,3,8,2023-03-04,5,1500.4
I286869,C160348,5,3,6,2022-09-25,4,20.92
I128562,C197013,1,2,6,2021-12-29,3,900.24
I298812,C180175,3,3,6,2022-09-15,1,15.15
I436198,C796984,7,1,4,2021-02-08,1,1050.0
I632376,C249657,3,1,3,2021-06-16,2,30.3
I731101,C215360,7,1,2,2023-01-21,3,3150.0
I127110,C195891,1,3,7,2021-09-07,5,1500.4
I328493,C210096,4,2,3,2022-09-16,5,203.3
I292352,C806832,4,3,6,2023-02-22,5,203.3
I169985,C181251,1,3,6,2021-10-08,5,1500.4
I782816,C239513,1,2,9,2022-12-13,4,1200.32
I890317,C318185,1,3,2,2021-10-13,2,600.16
I334689,C177800,1,1,4,2023-02-06,3,900.24
I117567,C204572,8,3,1,2022-01-18,4,46.92
I243272,C160540,1,1,10,2021-12-01,2,600.16
I213734,C136357,1,1,6,2022-01-29,3,900.24
I200229,C317783,8,1,6,2021-08-23,1,11.73
I315630,C318572,6,1,6,2021-12-12,4,143.36
I333531,C815216,1,3,2,2022-07-04,3,900.24
I100856,C475330,5,3,4,2022-06-09,3,15.69
I231577,C317593,5,3,1,2021-07-17,1,5.23
I248714,C292765,1,3,3,2022-02-18,5,1500.4
I536795,C108012,6,2,7,2022-05-20,4,143.36
I321105,C812125,2,1,3,2023-02-06,2,1200.34
I166519,C155897,2,3,7,2023-02-13,1,600.17
I384585,C645883,4,3,3,2022-11-13,5,203.3
I120301,C141079,6,1,6,2021-09-04,3,107.52
I174178,C952369,1,3,5,2022-09-29,4,1200.32
I216564,C303893,4,3,6,2022-09-26,4,162.64
I362666,C321761,7,3,6,2022-05-07,2,2100.0
I254932,C201362,2,3,6,2021-05-07,2,1200.34
I240002,C317031,1,3,3,2021-12-04,1,300.08
I887055,C137517,5,3,3,2022-02-03,3,15.69
I284758,C262406,4,2,1,2022-04-26,5,203.3
I101742,C123907,6,1,6,2021-01-17,5,179.2
I917076,C408204,1,3,5,2021-10-06,5,1500.4
I301736,C317500,5,1,3,2021-12-24,4,20.92
I757271,C185500,5,3,10,2021-06-25,3,15.69
I193071,C181825,1,3,6,2021-09-10,4,1200.32
I321953,C261781,2,1,1,2022-12-11,4,2400.68
I882599,C105853,6,1,9,2021-06-29,5,179.2
I159580,C885782,1,3,10,2022-02-28,4,1200.32
I212636,C991113,2,2,3,2021-06-08,2,1200.34
I123413,C290943,4,3,6,2021-05-05,5,203.3
I227721,C463582,7,3,3,2022-11-19,1,1050.0
I993702,C314838,6,1,1,2022-09-29,2,71.68
I685226,C189155,4,1,5,2022-04-05,3,121.98
I187890,C155288,1,3,8,2022-03-24,1,300.08
I422759,C123669,2,3,3,2021-07-18,2,1200.34
I327547,C699220,1,3,7,2022-04-17,4,1200.32
I143530,C220536,5,3,10,2022-05-28,4,20.92
I272120,C337071,3,2,6,2022-07-04,4,60.6
I358916,C174245,4,3,6,2022-03-18,3,121.98
I879949,C260616,1,2,3,2021-07-29,3,900.24
I352886,C263673,3,2,3,2021-07-15,3,45.45
I375620,C277844,4,3,3,2022-06-29,5,203.3
I214003,C287239,3,3,8,2021-07-08,2,30.3
I232171,C252104,6,3,7,2021-10-03,4,143.36
I342680,C859876,1,1,9,2021-10-27,3,900.24
I584111,C293462,1,3,3,2021-11-02,1,300.08
I801785,C152979,3,2,1,2022-08-30,2,30.3
I214624,C517456,1,3,5,2023-01-05,1,300.08
I153056,C125756,1,3,1,2022-12-01,2,600.16
I337975,C973460,1,2,8,2023-01-15,1,300.08
I197267,C187005,2,3,2,2023-01-06,3,1800.51
I262340,C114123,4,3,8,2021-05-17,1,40.66
I213710,C109776,5,2,2,2021-10-03,1,5.23
I759827,C337011,1,1,4,2021-07-16,5,1500.4
I683491,C977678,7,2,5,2021-12-28,1,1050.0
I363581,C219572,5,2,6,2021-11-10,1,5.23
I164468,C152411,5,1,1,2022-12-03,5,26.15
I471852,C103492,3,2,1,2022-01-10,1,15.15
I115290,C732834,1,3,3,2021-07-17,2,600.16
I884268,C186113,2,3,6,2022-04-05,1,600.17
I294886,C872484,1,1,6,2022-10-06,4,1200.32
I231436,C263810,1,3,9,2022-07-06,4,1200.32
I762274,C250261,5,3,3,2021-04-01,2,10.46
I111327,C319239,7,3,7,2022-01-15,1,1050.0
I139831,C179458,1,3,6,2022-10-27,1,300.08
I274195,C269062,2,2,1,2022-11-29,3,1800.51
I106543,C198489,4,1,3,2022-03-22,5,203.3
I251130,C911929,5,3,3,2022-08-02,5,26.15
I561511,C289685,8,1,2,2022-06-10,1,11.73
I794108,C549428,4,3,9,2023-02-18,3,121.98
I473070,C941318,2,1,1,2021-12-25,4,2400.68
I126780,C209604,1,1,1,2023-01-14,3,900.24
I235196,C979857,5,1,1,2022-10-26,4,20.92
I175709,C246122,1,1,6,2022-08-05,4,1200.32
I284149,C724558,1,3,3,2022-08-11,4,1200.32
I560860,C236109,4,1,3,2021-04-07,3,121.98
I785821,C332657,2,1,4,2022-01-08,4,2400.68
I220546,C103545,4,1,2,2022-10-20,2,81.32
I286040,C996157,1,2,6,2022-07-08,2,600.16
I306453,C199838,4,3,1,2022-05-03,5,203.3
I305079,C187443,5,1,3,2021-06-15,3,15.69
I382596,C258005,7,3,5,2021-10-08,4,4200.0
I330475,C291246,1,1,5,2021-11-20,5,1500.4
I146217,C207640,1,1,4,2021-03-09,5,1500.4
I131276,C733923,1,1,3,2021-03-23,1,300.08
I218178,C706071,4,1,6,2023-01-21,2,81.32
I657915,C770318,8,3,7,2021-01-27,5,58.65
I247897,C339057,5,3,1,2021-01-01,2,10.46
I333492,C389970,5,1,3,2021-05-27,5,26.15
I101378,C241757,3,3,3,2021-12-30,3,45.45
I393330,C842832,5,1,8,2021-04-28,4,20.92
I818684,C303504,1,2,7,2021-09-01,2,600.16
I199102,C281546,8,3,1,2021-03-15,2,23.46
I334693,C664247,5,1,5,2023-02-04,4,20.92
I268345,C773330,2,3,5,2022-12-11,1,600.17
I244536,C578625,1,3,5,2021-08-09,3,900.24
I351386,C327133,4,3,8,2022-07-09,3,121.98
I339790,C165093,8,2,4,2022-04-28,1,11.73
I184387,C256314,8,2,1,2021-04-02,5,58.65
I344307,C251057,1,1,9,2021-06-11,3,900.24
I318946,C236537,1,3,6,2021-09-18,2,600.16
I227148,C170000,4,1,1,2023-02-10,4,162.64
I167240,C703691,1,3,4,2023-03-07,5,1500.4
I866076,C222957,2,1,1,2022-10-06,1,600.17
I195896,C308687,5,1,6,2022-10-23,2,10.46
I275538,C102718,1,3,3,2021-02-20,1,300.08
I319864,C478279,4,2,4,2021-10-24,1,40.66
I200539,C177175,3,3,3,2021-06-11,1,15.15
I197296,C302664,1,1,6,2023-02-19,3,900.24
I158786,C320559,6,1,6,2021-07-13,1,35.84
I109145,C261646,1,3,4,2022-01-18,4,1200.32
I313804,C242040,5,3,1,2022-03-04,5,26.15
I436060,C585039,4,3,1,2021-08-05,2,81.32
I155713,C551161,2,3,4,2023-01-05,5,3000.85
I207233,C167238,3,3,3,2021-04-21,4,60.6
I295556,C322096,1,1,8,2021-10-03,1,300.08
I680641,C295104,1,1,1,2021-12-17,5,1500.4
I286213,C142713,8,1,3,2021-10-27,2,23.46
I112683,C131279,6,3,3,2022-05-29,4,143.36
I304414,C240737,1,1,3,2021-05-02,2,600.16
I217403,C322821,4,1,1,2022-10-10,1,40.66
I138977,C190004,1,3,1,2022-08-15,5,1500.4
I641019,C246034,2,3,7,2021-12-19,4,2400.68
I252064,C348077,3,3,6,2022-09-01,2,30.3
I306034,C187205,8,1,5,2022-04-07,5,58.65
I330120,C224171,6,1,6,2022-03-24,2,71.68
I319067,C321872,5,1,8,2022-04-06,4,20.92
I137465,C215888,2,3,6,2021-07-21,4,2400.68
I204641,C193429,5,3,10,2021-09-25,4,20.92
I668746,C246451,4,1,1,2023-02-13,4,162.64
I769642,C293956,8,1,6,2022-12-04,5,58.65
I153860,C294443,7,1,10,2022-02-05,3,3150.0
I152792,C671572,1,1,1,2021-04-19,5,1500.4
I319537,C337050,1,3,6,2021-02-01,2,600.16
I275247,C325449,1,2,4,2021-11-17,5,1500.4
I164676,C499723,1,1,7,2021-04-26,4,1200.32
I229269,C434096,1,3,1,2022-03-15,2,600.16
I867470,C279483,1,1,3,2022-02-25,2,600.16
I297751,C475419,1,1,5,2021-10-16,3,900.24
I311182,C629490,6,2,1,2021-12-14,3,107.52
I300920,C327448,6,2,6,2022-02-27,2,71.68
I925866,C236825,1,3,4,2022-02-10,4,1200.32
I243096,C245491,1,3,9,2022-10-04,1,300.08
I195937,C140563,1,1,3,2021-09-03,3,900.24
I199203,C223896,1,3,6,2021-01-19,4,1200.32
I883910,C144400,1,3,1,2021-08-02,2,600.16
I754018,C314829,1,1,7,2021-09-25,1,300.08
I306386,C328445,5,1,6,2021-06-10,4,20.92
I155778,C318148,6,1,9,2022-03-16,2,71.68
I217897,C227022,1,2,3,2021-07-01,5,1500.4
I191071,C216123,6,1,6,2022-05-12,2,71.68
I255594,C200997,2,1,8,2021-02-23,1,600.17
I111901,C370952,2,2,4,2021-07-18,4,2400.68
I172460,C185746,8,2,8,2022-07-12,3,35.19
I204481,C751967,7,1,4,2021-01-11,2,2100.0
I878849,C169008,6,1,4,2021-10-02,2,71.68
I201473,C354138,7,2,3,2022-10-17,3,3150.0
I321410,C101756,1,3,6,2021-09-26,4,1200.32
I216798,C139770,1,1,7,2021-10-08,3,900.24
I281825,C113794,7,3,4,2022-11-09,2,2100.0
I221717,C230107,8,3,3,2022-06-22,4,46.92
I792906,C181298,5,1,6,2021-09-07,2,10.46
I290433,C106594,1,3,8,2022-07-22,2,600.16
I314862,C662134,6,3,1,2021-10-03,5,179.2
I891705,C404355,4,1,1,2021-12-14,4,162.64
I703372,C210748,1,3,8,2021-07-20,4,1200.32
I830191,C274658,1,2,5,2021-11-05,1,300.08
I226237,C576367,4,1,8,2021-08-03,3,121.98
I816002,C288060,4,3,6,2021-03-13,2,81.32
I181242,C316869,5,3,3,2021-09-06,2,10.46
I297489,C247580,1,1,9,2021-08-19,1,300.08
I828873,C125814,4,1,6,2022-08-25,2,81.32
I323999,C299837,1,3,3,2021-12-13,5,1500.4
I175137,C219004,6,3,8,2022-10-17,4,143.36
I220384,C127103,6,1,6,2022-11-28,1,35.84
I418697,C119761,6,1,1,2022-12-16,3,107.52
I130305,C138865,1,1,3,2021-07-23,1,300.08
I244129,C309884,6,3,6,2021-02-17,1,35.84
I293632,C163396,1,1,6,2023-01-11,1,300.08
I224015,C175679,2,1,6,2022-10-30,2,1200.34
I241612,C195383,5,1,6,2021-08-29,5,26.15
I310169,C326633,1,3,8,2021-10-23,3,900.24
I611113,C273283,6,1,1,2021-09-06,3,107.52
I221648,C980699,4,2,3,2021-06-19,5,203.3
I221839,C170110,1,3,10,2022-12-05,4,1200.32
I363474,C196640,5,3,1,2021-04-19,3,15.69
I233344,C231110,3,1,1,2022-12-15,1,15.15
I306835,C156578,1,3,6,2021-08-03,3,900.24
I182005,C335587,5,1,1,2021-10-09,4,20.92
I244155,C197344,6,2,3,2022-12-19,5,179.2
I530730,C877232,1,3,9,2021-12-28,5,1500.4
I204190,C168238,4,1,1,2022-05-19,5,203.3
I316083,C242356,4,1,7,2022-10-07,3,121.98
I171142,C197357,1,3,1,2021-06-03,2,600.16
I307024,C204493,1,2,2,2021-06-27,2,600.16
I138508,C222153,1,3,9,2021-05-24,5,1500.4
I172854,C271311,2,3,6,2022-09-13,3,1800.51
I280125,C629783,1,1,7,2022-04-01,1,300.08
I313138,C270304,5,3,4,2022-12-26,3,15.69
I159815,C433295,1,2,1,2022-04-20,1,300.08
I215378,C335534,5,3,8,2021-11-30,2,10.46
I168338,C696901,1,3,5,2022-05-31,3,900.24
I252107,C318167,1,1,3,2022-02-06,2,600.16
I108693,C301380,5,3,1,2021-12-25,3,15.69
I295822,C189514,1,3,6,2021-06-18,4,1200.32
I199228,C199876,4,2,6,2023-01-03,3,121.98
I178651,C309085,2,1,6,2023-01-08,2,1200.34
I293991,C141490,4,2,5,2022-12-19,2,81.32
I378919,C873535,5,3,6,2021-03-10,3,15.69
I302922,C314476,5,3,6,2021-02-17,4,20.92
I246756,C721528,1,2,2,2022-04-16,3,900.24
I235293,C193916,7,1,4,2021-01-19,3,3150.0
I706798,C101651,4,2,1,2022-12-16,4,162.64
I160502,C136212,5,2,1,2021-04-06,2,10.46
I302102,C675164,1,2,7,2021-06-02,2,600.16
I337135,C356361,5,3,1,2022-09-12,4,20.92
I825987,C805182,2,1,6,2021-07-15,3,1800.51
I246113,C204566,6,1,10,2022-04-12,3,107.52
I139679,C469387,2,3,4,2022-03-01,5,3000.85
I121473,C193162,1,3,1,2022-11-11,1,300.08
I287328,C986536,4,3,6,2021-01-03,3,121.98
I134542,C119767,2,1,10,2022-03-13,4,2400.68
I206254,C263411,2,3,1,2023-03-07,1,600.17
I303487,C825549,8,2,2,2021-02-04,2,23.46
I410794,C107097,3,1,2,2021-03-27,3,45.45
I335338,C249510,6,3,6,2021-04-04,3,107.52
I216428,C291478,4,3,3,2021-03-12,1,40.66
I728305,C160652,1,1,3,2022-05-25,3,900.24
I390171,C125868,1,3,3,2022-10-08,1,300.08
I265086,C240296,1,3,6,2022-01-13,2,600.16
I103850,C268097,5,2,1,2021-10-07,5,26.15
I180325,C160506,2,1,6,2021-10-24,1,600.17
I183058,C995607,6,3,10,2022-01-19,5,179.2
I276142,C309713,6,3,3,2021-01-24,4,143.36
I279883,C304851,2,1,1,2022-02-09,4,2400.68
I265675,C226703,5,1,3,2022-01-09,5,26.15
I127893,C216819,5,1,6,2021-05-03,3,15.69
I365279,C330398,5,3,1,2022-09-07,2,10.46
I101347,C280063,6,1,1,2021-09-26,2,71.68
I245542,C215190,1,1,6,2022-05-07,2,600.16
I302870,C334976,1,3,3,2022-06-10,2,600.16
I217411,C305476,5,3,6,2021-09-01,3,15.69
I255087,C312862,4,2,6,2022-03-20,1,40.66
I128175,C202159,1,1,1,2022-06-02,1,300.08
I308462,C182416,5,2,3,2021-10-05,3,15.69
I239862,C295172,1,1,6,2023-02-17,1,300.08
I305807,C123524,5,3,5,2022-08-12,4,20.92
I881229,C884459,6,3,6,2021-09-13,1,35.84
I222045,C155904,2,1,1,2022-06-14,5,3000.85
I248034,C310068,2,3,6,2021-03-09,2,1200.34
I298778,C253946,4,2,7,2021-07-11,5,203.3
I126704,C199921,6,2,4,2021-03-28,4,143.36
I613522,C427031,3,1,1,2022-02-10,5,75.75
I323047,C240170,6,3,1,2021-04-02,1,35.84
I229366,C176303,1,2,5,2023-02-14,5,1500.4
I323780,C707081,1,3,5,2022-09-15,2,600.16
I245453,C188024,1,3,2,2022-04-27,4,1200.32
I251776,C205701,1,1,5,2021-08-22,5,1500.4
I203529,C246111,7,2,1,2022-12-05,1,1050.0
I745863,C152175,6,3,6,2022-06-13,1,35.84
I127543,C179108,2,3,1,2022-11-09,2,1200.34
I264178,C453888,4,1,1,2021-09-04,3,121.98
I305379,C663849,6,1,6,2021-07-16,4,143.36
I158724,C196561,4,3,3,2021-06-05,4,162.64
I223514,C714580,1,2,8,2023-01-01,2,600.16
I325887,C703550,2,3,7,2021-11-24,5,3000.85
I158924,C249513,5,3,6,2021-09-26,1,5.23
I159015,C282954,6,2,1,2022-03-19,4,143.36
I326816,C224096,2,1,10,2021-06-17,4,2400.68
I324008,C225107,6,3,1,2023-02-02,5,179.2
I202209,C331372,8,1,1,2021-11-26,1,11.73
I938870,C155935,4,3,1,2021-02-06,1,40.66
I235781,C134062,2,3,3,2021-07-20,1,600.17
I309002,C199670,8,3,3,2021-08-03,5,58.65
I294754,C240750,1,3,1,2022-09-26,2,600.16
I197651,C853904,3,3,10,2022-04-07,4,60.6
I159740,C327527,1,1,6,2021-09-12,3,900.24
I436995,C113305,1,3,4,2021-02-02,4,1200.32
I134211,C719449,4,1,8,2023-01-15,1,40.66
I268267,C217541,4,1,7,2022-08-15,3,121.98
I104379,C618444,4,2,3,2021-08-10,3,121.98
I125299,C239756,6,2,10,2023-02-25,4,143.36
I820731,C303232,4,1,6,2021-08-09,4,162.64
I260299,C263262,5,1,3,2022-10-28,3,15.69
I300645,C187341,2,1,5,2022-06-27,2,1200.34
I288438,C153320,3,1,1,2022-05-12,4,60.6
I419692,C223081,1,3,1,2021-07-08,1,300.08
I279217,C634036,7,1,3,2022-02-17,1,1050.0
I171709,C206154,2,3,4,2021-03-27,1,600.17
I162807,C307604,4,3,7,2021-09-12,1,40.66
I559420,C243745,1,3,6,2022-05-08,4,1200.32
I751971,C664299,5,1,3,2022-06-04,1,5.23
I261433,C647582,5,1,1,2022-09-21,3,15.69
I119428,C132826,1,1,1,2022-09-16,1,300.08
I163772,C175163,1,1,6,2022-05-17,3,900.24
I410840,C315070,4,3,8,2021-05-26,5,203.3
I169337,C741853,4,2,1,2023-02-28,2,81.32
I164712,C455225,8,2,7,2021-08-21,3,35.19
I275736,C300238,1,3,9,2021-07-06,2,600.16
I282055,C444790,8,1,3,2022-01-09,2,23.46
I258307,C286211,1,3,1,2023-01-31,2,600.16
I135254,C298326,5,1,5,2023-01-12,2,10.46
I346944,C178182,1,3,3,2021-04-05,4,1200.32
I787564,C358343,1,1,9,2022-02-27,1,300.08
I258564,C729907,5,2,1,2023-03-05,3,15.69
I102347,C229953,1,1,5,2022-08-30,4,1200.32
I876181,C354743,4,2,1,2021-10-03,5,203.3
I182319,C618922,4,1,1,2021-02-12,3,121.98
I281783,C624452,4,3,4,2022-01-31,4,162.64
I127176,C265877,1,3,6,2022-08-20,1,300.08
I116406,C850580,3,3,7,2021-04-16,4,60.6
I203325,C254844,2,2,1,2023-01-18,1,600.17
I128982,C948309,5,1,3,2021-06-01,5,26.15
I590196,C103241,5,3,1,2021-01-26,3,15.69
I107344,C140035,5,2,6,2021-01-29,4,20.92
I592995,C138814,1,1,3,2021-11-02,4,1200.32
I254426,C135268,1,2,6,2021-04-19,3,900.24
I666449,C318661,6,2,3,2021-06-10,4,143.36
I767551,C124259,4,2,5,2023-02-27,3,121.98
I259214,C155274,1,3,7,2022-10-31,1,300.08
I214225,C871302,8,2,6,2022-09-20,3,35.19
I243676,C214723,1,2,7,2022-04-20,1,300.08
I846828,C736352,1,3,1,2022-09-23,4,1200.32
I800851,C626458,4,2,3,2022-11-25,4,162.64
I244140,C536159,7,3,2,2021-11-11,3,3150.0
I771059,C293700,8,1,3,2023-02-10,1,11.73
I233734,C877580,1,2,1,2022-09-11,4,1200.32
I674237,C255512,7,1,9,2022-03-27,2,2100.0
I143489,C339319,1,3,6,2022-01-23,5,1500.4
I142274,C733628,3,3,1,2022-10-10,1,15.15
I327178,C246900,1,3,2,2022-02-23,3,900.24
I321033,C305624,5,3,4,2021-10-11,4,20.92
I530551,C269269,1,3,4,2021-08-27,5,1500.4
I215191,C611251,8,2,10,2022-06-28,1,11.73
I236092,C130047,6,3,6,2022-08-09,4,143.36
I309268,C255938,5,3,6,2021-06-14,3,15.69
I159936,C342277,4,3,6,2021-08-26,5,203.3
I138104,C225125,6,1,2,2022-06-29,1,35.84
I202819,C223812,1,2,3,2022-03-08,4,1200.32
I265710,C183387,1,1,1,2022-07-25,1,300.08
I283186,C339190,8,1,4,2021-02-04,3,35.19
I436404,C302806,5,3,3,2021-01-23,1,5.23
I135548,C305957,4,3,5,2021-07-15,4,162.64
I215500,C125513,8,3,1,2021-02-11,2,23.46
I248659,C180616,6,2,10,2021-01-23,2,71.68
I146331,C160170,1,3,1,2022-11-28,3,900.24
I297034,C103632,8,1,6,2023-01-01,5,58.65
I747906,C226556,4,3,2,2022-03-20,4,162.64
I138861,C143819,5,3,3,2021-03-19,5,26.15
I253340,C552796,2,3,4,2021-09-11,4,2400.68
I469539,C227587,6,3,4,2023-02-25,5,179.2
I302557,C432603,3,3,6,2023-01-19,5,75.75
I304509,C184795,1,2,6,2022-05-19,5,1500.4
I266927,C171943,3,2,1,2021-12-15,2,30.3
I675801,C233591,8,1,3,2022-11-20,3,35.19
I645280,C742375,6,1,1,2021-07-16,1,35.84
I116285,C219550,1,3,6,2021-08-20,5,1500.4
I276317,C276554,2,3,2,2021-03-23,3,1800.51
I109468,C161538,1,3,4,2021-10-06,5,1500.4
I306479,C269229,1,3,1,2022-08-02,5,1500.4
I747442,C243184,1,3,6,2022-02-18,1,300.08
I106288,C137761,5,2,1,2021-11-04,5,26.15
I244255,C312611,1,1,10,2022-11-25,1,300.08
I185285,C651058,3,1,7,2022-07-03,2,30.3
I230096,C157323,7,3,1,2022-10-13,2,2100.0
I261288,C147684,1,1,5,2022-11-09,4,1200.32
I120924,C294167,1,1,3,2021-03-06,3,900.24
I216241,C259023,1,1,6,2021-02-08,5,1500.4
I308331,C300515,1,3,5,2022-12-25,4,1200.32
I795827,C190022,5,3,6,2021-07-30,3,15.69
I160859,C220545,1,2,4,2022-06-30,1,300.08
I152166,C203824,5,2,3,2022-06-30,3,15.69
I261537,C135649,1,3,5,2023-01-29,2,600.16
I663360,C534227,1,3,1,2021-04-12,2,600.16
I105245,C297596,4,2,3,2022-11-21,1,40.66
I997894,C658231,4,3,7,2021-06-14,5,203.3
I872091,C913344,6,3,1,2021-11-21,3,107.52
I311895,C123595,4,3,8,2022-03-24,3,121.98
I271484,C201808,4,1,3,2021-08-08,5,203.3
I150358,C299236,1,2,5,2021-07-25,1,300.08
I507185,C295758,1,3,7,2022-01-19,4,1200.32
I149212,C194527,1,2,1,2023-02-22,1,300.08
I601096,C295818,5,3,4,2021-07-15,2,10.46
I143509,C337668,6,2,1,2023-02-08,5,179.2
I729135,C134861,1,1,3,2022-06-11,1,300.08
I600973,C178114,4,3,3,2022-01-17,4,162.64
I956968,C146717,5,1,4,2022-05-11,3,15.69
I214043,C298663,5,3,9,2021-12-22,4,20.92
I264053,C452582,6,3,3,2022-01-27,4,143.36
I237102,C457861,6,3,1,2022-09-02,1,35.84
I220206,C158559,5,3,4,2022-01-08,1,5.23
I203232,C282648,4,3,9,2022-03-31,1,40.66
I349910,C277571,4,1,7,2022-10-14,1,40.66
I542105,C229908,1,3,3,2022-05-29,5,1500.4
I308529,C573942,1,1,4,2022-02-04,2,600.16
I108063,C246955,2,1,6,2022-01-06,4,2400.68
I339403,C137287,4,1,3,2021-10-10,2,81.32
I429013,C268368,4,3,1,2022-05-06,3,121.98
I277826,C177988,7,1,1,2021-04-17,5,5250.0
I307491,C122912,1,3,7,2021-12-07,4,1200.32
I258997,C975315,5,3,1,2022-05-06,2,10.46
I178548,C123180,3,1,3,2023-02-21,1,15.15
I188046,C152676,5,2,6,2022-05-13,3,15.69
I277651,C285118,6,1,7,2022-11-03,5,179.2
I644092,C122068,1,2,6,2021-07-31,2,600.16
